file_name,status,reason,model,pincode
7-24XOLU93.wav_transcription.json,Warm,"Customer expressed interest in Tata Curvv EV and inquired about delivery time, but displayed no urgency and mentioned conducting further research.",Curvv,134107
5-28EN1MJW.wav_transcription.json,Warm,"Customer showed interest in purchasing a Tata Nexon with smart optional CNG model within a month or two but hesitated to share further details like email, indicating moderate engagement.",Nexon,700000
5-28FQTV19.wav_transcription.json,Hot,"The customer expressed immediate interest in purchasing the Tata Altroz CNG. They inquired about specific discounts during the festival, confirmed a preferred model (Altroz XM+), provided prompt details, and showed willingness to proceed with the purchase within a few days.",Altroz,801503
7-24Z2NBWR.wav_transcription.json,Warm,"The lead expressed interest in the Tata Tiago EV and discussed an exchange offer for their existing vehicle. However, the timeframe for purchase was mentioned as next month or later, indicating no immediate urgency.",Tiago,671315
7-24X76IV5.wav_transcription.json,Cold,"The customer displayed confusion and did not provide meaningful engagement or intent during the conversation. There was no indication of purchase intent or interest, which was evident from the confusion over location and lack of questions about car details.",Tiago,821414
5-287HW5P5.wav_transcription.json,Warm,"The lead expressed interest in purchasing the Punch model and discussed specific features and variants, but did not show urgency and expressed some hesitation regarding pricing.",Punch,460001
5-286CAK87.wav_transcription.json,Hot,"Customer expressed intent to purchase, inquired about specific variant details with sunroof, mentioned interest in pre-booking discounts, and provided PIN code for dealership contact.",Curvv,160047
5-28JMNEFX.wav_transcription.json,Warm,"The lead is interested in the Tata Tiago and is considering purchasing within 1-4 months depending on payment conditions, but does not show immediate urgency.",Tiago,306229
5-28HH9XHX.wav_transcription.json,Warm,"The customer is interested in the Nexon model with inquiries on features and models but did not express urgency or commitment to purchase immediately. Also, the lead mentioned preferring to research more about the models available.",Nexon,792103
7-24YSZWDM.wav_transcription.json,Hot,"The customer showed immediate interest in purchasing the Nexon EV with detailed questions about pricing and features, mentioned a specific timeframe (Diwali) for purchase, and was actively engaged in the conversation.",Nexon,411046
5-28EQ62NS.wav_transcription.json,Hot,"The customer, Vikas Kumar, expressed interest in purchasing the Nexon model this month, inquired about discounts for government employees, and discussed dealership options in Goa, indicating urgency and intent to purchase.",Nexon,403001
5-28D2MFYF.wav_transcription.json,Hot,"The customer expressed immediate interest in purchasing the Tata Punch Adventure, asked about discounts, and confirmed they would buy within 15 days.",Punch,815316
7-24XH5G8F.wav_transcription.json,Warm,Customer expressed interest in Tata Nexon EV but lacked urgency about the specific model and wanted to consult further before making a decision.,Nexon,700064
7-24ZE1Y6K.wav_transcription.json,Warm,"The lead expressed interest in the Tiago EV but showed a lack of urgency, as they mentioned waiting due to existing loans and consulting with family before making a purchase decision.",Tiago,834002
7-24XRSVXL.wav_transcription.json,Cold,The lead showed low interest and didn't engage actively in the conversation. There were no detailed questions or urgency shown towards purchasing or detailed inquiry about the vehicle.,Punch,
7-24YIDIUV.wav_transcription.json,Hot,Customer expressed immediate intent to purchase Nexon EV within a week and inquired about discounts and dealership contact. They have shown a strong preference for a specific model and mentioned urgency due to a desire for discounts.,Nexon,110048
7-24XSMWJL.wav_transcription.json,Hot,"The customer showed a strong interest in purchasing the Tata Punch EV, mentioned urgency by asking to purchase immediately, and inquired about ongoing offers and subsidies. They also asked for a callback from the dealer.",Punch,122505
5-289B8D5J.wav_transcription.json,Cold,"The customer mentioned that their plan is canceled and they are shifting to Kia, indicating no intent to purchase a Tata vehicle.",Curvv,451001
5-28JNWR0N.wav_transcription.json,Hot,"Customer showed strong engagement by inquiring about the specific model Curvv in electric, asked for immediate delivery plans, confirmed details promptly, and showed keen interest in booking soon.",Curvv,110055
5-28DC3S6J.wav_transcription.json,Warm,"The customer expressed interest in the Tata Tiago and inquired about variants, features, and pricing but didn't show urgency or strong intent to purchase immediately.",Tiago,700132
5-28B1FRKX.wav_transcription.json,Hot,"The customer, Mr. Chandan, expressed interest in purchasing a Tata Punch car by Diwali, asked for discounts, specified a preference for the adventure model with manual transmission, provided his PIN code, and agreed to have his details shared for a follow-up.",Punch,750053
5-287761ZC.wav_transcription.json,Hot,"Customer expressed intent to purchase an Altroz with detailed specifications, showed urgency by wanting the car within a month, and provided all necessary information for follow-up, including PIN code.",Altroz,788120
7-24ZAD93X.wav_transcription.json,Cold,"The call was disorganized with the lead giving minimal input, showing confusion, and ultimately indicating no intent to purchase.",,636701
5-28GR630K.wav_transcription.json,Warm,"The customer showed general interest in the Safari model, asked about features, but didn't express urgency or specific intent to purchase. He was interested in manual variant details and compared features within different models but showed hesitation in deciding specific configurations and sharing an email.",Safari,124740
5-28772Z3A.wav_transcription.json,Warm,"The customer expressed interest in the Tata Nexon and asked about prices for different variants, but plans to purchase around October, indicating no urgency. They also talked about an exchange offer which shows potential interest but not an immediate commitment.",Nexon,482001
5-287IQXOD.wav_transcription.json,Warm,The customer expressed interest in the Tata Punch and mentioned returning in 15 days for a test drive. They also inquired about discounts.,Punch,411017
5-28J6T1LI.wav_transcription.json,Hot,"The lead expressed interest in purchasing a Tata Punch petrol variant before Diwali, shared the PIN code promptly, discussed manual variant preferences, inquired about loans, and requested delivery to their home. This shows a strong engagement and urgency.",Punch,723202
7-24YBE1WP.wav_transcription.json,Warm,"The lead expressed interest in the Nexon EV and inquired about specific features and charging details but showed no urgency in purchasing within a month, opting instead for a potential 2-month timeframe. Additionally, the lead expressed interest in the Tiago petrol variant, suggesting a general interest without immediate commitment.",Nexon,412307
5-28BH3E23.wav_transcription.json,Warm,Customer expressed general interest in the Curvv model and discussed booking within a 3-month timeframe but showed uncertainty about the specific model and features.,Curvv,501401
5-28JIGUZN.wav_transcription.json,Hot,"The lead showed strong engagement by asking detailed questions about discounts and pricing, displayed urgency by expressing interest in purchasing within a month, and shared all required details promptly.",Adventure,182222
5-28CBJHPA.wav_transcription.json,Warm,"The customer, Aman Kumar, expressed interest in purchasing a Tata vehicle by year-end but did not show urgency. He is considering the Curvv model but is waiting to see market conditions before deciding. Additionally, Aman is exploring financing options, indicating potential interest without immediate commitment.",Curvv,800001
5-28E5KJUU.wav_transcription.json,Warm,"Customer expressed interest in Tata Harrier and requested a test drive but showed no urgency in purchase, intending to decide during the festive season.",Harrier,110037
5-28H1VBC0.wav_transcription.json,Cold,"The lead was very passive, did not ask relevant questions or show any specific interest in purchasing. Their responses were disjointed and did not indicate a clear intent to buy.",Nexon/Safari,834005
7-24Y266G9.wav_transcription.json,Cold,The conversation was mostly incoherent and lacked a clear focus on Tata Motors vehicles. The lead mentioned other irrelevant details and a different company (Maruti Suzuki).,Safari,571127
5-286NYIK1.wav_transcription.json,Warm,"Customer expressed general interest in Tata Punch with a preference for CNG and automatic options, and intends to decide between Punch and competitor vehicle in 1-2 months.",Punch,400104
5-28C1KWF1.wav_transcription.json,Warm,The lead showed some interest in the Nexon diesel base model and shared necessary details like email and PIN code but showed no urgency as the planning for purchase is for next month.,Nexon,518001
5-28DALEFP.wav_transcription.json,Warm,"The customer expressed interest in purchasing the Tata Tiago, however, mentioned planning to watch the car and decide around Diwali time, indicating interest but without urgency.",Tiago,128360
7-24YC2MKZ.wav_transcription.json,Hot,"Customer expressed immediate interest in purchasing the new Nexon EV with a 145 kWh battery and panoramic roof, demonstrated urgency, and confirmed intent to purchase quickly.",Nexon,431005
5-28E5YVV4.wav_transcription.json,Warm,"The lead expressed interest in the Tata Punch EV and discussed options, but seemed undecided and wanted to consider various variants before making a decision.",Punch,
5-28JQXYWR.wav_transcription.json,Warm,"The lead expressed general interest in Tata Punch and discussed options like fuel type and variant without urgency, planning to buy within 3 months.",Punch,743235
5-28B1CMGJ.wav_transcription.json,Warm,"The customer expressed interest in the Tata Tiago and discussed specific model and variant preferences, but they aimed for a purchase in two months, showing no urgency. They were receptive to information about festival discounts.",Tiago,493445
7-24XRWF41.wav_transcription.json,Hot,"The customer expressed interest in purchasing the Tigor EV and requested a quotation for use as a taxi. They have shown a specific intent to buy by Diwali, exhibiting a clear timeframe for their purchase.",Tigor,414122
5-28CZWTB9.wav_transcription.json,Warm,"The lead expressed interest in the Tata Tigor, specifying the preference for an automatic top variant, but mentioned a potential purchase timeframe of two months, showing lack of urgency.",Tigor,736168
7-24Y3TY26.wav_transcription.json,Hot,"Customer expressed interest in the Tata Curvv electric vehicle, asked about specifications, and showed urgency for delivery by Diwali.",Curvv,452001
5-28IILEHG.wav_transcription.json,Warm,"The customer expressed interest in the Tata Punch but mentioned planning to buy in three months without immediate urgency, indicating a warm lead.",Punch,486886
5-28EXKD2N.wav_transcription.json,Hot,"Customer expressed a specific interest in purchasing the Nexon Smart Plus S model, mentioned a planned purchase date of 28th November, and asked detailed questions about the vehicle's features such as rear view camera and roof rails. He also confirmed prior contact with the dealership and the preference for the specific dealership location.",Nexon,700028
7-24YO18EU.wav_transcription.json,Warm,"The customer showed some interest in the Tata Tiago and mentioned a potential purchase timeframe of 1-2 months, but did not express any urgency or engage in detailed discussions about features or financing.",Tiago,500055
5-28AWKW93.wav_transcription.json,Hot,"Customer displayed strong engagement by asking specific questions about model variants, features like sunroof availability, and differences between editions. They also provided prompt details for arranging a call-back with the dealer.",Nexon,796001
7-24XPLZX3.wav_transcription.json,Cold,The customer did not show a strong interest and mentioned changing plans preferring a different brand (Maruti Suzuki).,Tiago,742304
7-24XMOB7L.wav_transcription.json,Warm,"The lead expressed general interest in Tata's electric vehicle and inquired about the pricing but showed no urgency in purchasing, stating he might consider around Diwali. He did not specify a preferred model or transmission type.",,201001
5-28KL2ZS2.wav_transcription.json,Hot,Customer expressed immediate interest in purchasing Harrier manual transmission diesel and inquired about availability for same-day delivery.,Harrier,452018
5-28KSD4A0.wav_transcription.json,Hot,"Customer showed strong engagement by asking for detailed information about the Nexon model, expressed urgency to purchase within the month, and inquired about pricing after discounts and offers.",Nexon,797112
5-28GW6DOL.wav_transcription.json,Warm,"The lead showed interest in purchasing a CNG variant of the Tata Punch, clarified model preference, and confirmed interest in the first car purchase but did not express urgency or further specific interest during the call.",Punch,385001
5-28AR2KWS.wav_transcription.json,Hot,"The customer expressed immediate interest in purchasing the Tata Nexon, specified the Creative Plus 1.2 petrol variant, discussed pricing, and was concerned with seasonal discounts available till 30th September. The customer was actively engaged during the call and provided all required details.",Nexon,132103
7-24YM6UI5.wav_transcription.json,Cold,"The lead showed low interest and indicated no immediate intent to purchase, stating they were just exploring options and did not want further contact for now.",Punch,500020
5-288OJA07.wav_transcription.json,Cold,"The customer did not show active engagement or interest in the conversation, and the dialogue was very short and lacked any detailed discussion about purchasing intent.",Tiago,580003
5-288JQWFX.wav_transcription.json,Hot,"The customer expressed a strong interest in the Nexon petrol manual variant, discussed dealership availability, and showed urgency by confirming intent to visit within the month. Additionally, they asked for a callback from a local dealership.",Nexon,160047
7-24XZQ63C.wav_transcription.json,Cold,The lead denied making an inquiry on the Tata Motors website and showed no interest in purchasing the Tiago EV.,,
7-24YJG5KY.wav_transcription.json,Warm,"The lead inquired about the mileage and pricing for both the Punch EV and Curvv, expressed an intention to decide around Diwali, and discussed commercial vs. personal use but did not show immediate urgency or commitment to purchase.","Punch, Curvv",110059
7-24XRC14T.wav_transcription.json,Hot,"The customer expressed immediate interest in purchasing the Tata Curvv EV, asked detailed questions about the long-range variant, showed preference for the top variant, and provided all requested details promptly including PIN code and previous car details.",Curvv,147001
5-28F3PCIV.wav_transcription.json,Warm,Customer expressed interest in Tata Nexon and discussed engine preference but indicated a potential purchase timeframe of 1-3 months.,Nexon,522309
5-28IARRQ6.wav_transcription.json,Cold,"The customer did not actively engage in the conversation, displayed confusion, and showed no intent to purchase immediately. The customer mentioned looking at the vehicle but did not express any urgency or specific interest, and seemed distracted.",Tiago,713101
5-28G1OTJ5.wav_transcription.json,Warm,Lead showed interest in the Tata Punch by asking about price and festival discounts but preferred to wait until Diwali for potential purchase; lead's engagement was moderate.,Punch,361305
7-24YS7FDB.wav_transcription.json,Warm,"The lead expressed interest in Tata Curvv and inquired about specifications and price but did not show urgency in purchasing, mentioning a potential interest within 3 months.",Curvv,835302
5-28FEW00F.wav_transcription.json,Hot,"The customer showed strong engagement by asking detailed questions about Tata Punch's hybrid petrol plus CNG variants. They expressed urgency to purchase ('aaj jaana hai'), specified preference for the manual transmission variant, and indicated familiarity with Delhi dealerships.",Punch,110081
